Mediterranean;01/11/2019;0;0;0;0;Unknown;Off the coast of Tobruk, Libya;32.173680842108, 23.970284842415;
Mediterranean;31/10/2019;0;0;2;0;Starvation;Bodies found at sea on a small boat 25 miles from Tertenia, on the east coast of Sardinia;39.691787800000, 9.581168100000;https://bit.ly/2pIxcTD
US-Mexico Border;31/10/2019;0;0;1;0;Drowning;Río Bravo, near Calle Galeana, Matamoros, Tamaulipas, Mexico;25.867292100000, -97.494683400000;https://bit.ly/36H7yz8
Europe;31/10/2019;0;0;2;0;Drowning;Kolpa/Kupa river, near Vukovci, Slovenia, near border with Croatia;45.430483866762, 15.228263662522;https://bit.ly/2NoD6Cj
North Africa;31/10/2019;0;1;0;0;Sickness and lack of access to medicines;Tazirbu, Libya;25.679266000000, 21.075643000000;
US-Mexico Border;30/10/2019;0;0;1;0;Unknown;Pima County jurisdiction, Arizona, USA;32.057701900000, -112.143021500000;http://www.humaneborders.info/
North Africa;29/10/2019;1;0;0;0;Unknown;607km south of Gran Canaria, Canary Islands, Spain;23.612954113422, -21.137810725783;http://bit.ly/2PsO1wo
Sub-Saharan Africa;28/10/2019;0;0;1;0;Sickness;Clinic in Niamey, Niger - after returning from Libya;13.511596300000, 2.125385400000;
Mediterranean;28/10/2019;0;0;1;1;Drowning;Off the coast of Küçükkuyu, Ayvacık, Çanakkale, Turkey - en route to Lesvos, Greece;39.479249275027, 26.566205619758;
Mediterranean;27/10/2019;0;0;1;0;Drowning;Off the coast of Cartagena, Murcia, Spain;37.413749276407, -0.933957414712;http://bit.ly/2WlQB8O
North Africa;27/10/2019;0;0;1;0;Sickness and lack of access to medicines;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;27/10/2019;0;1;0;0;Sickness and lack of access to medicines;Unspecified location in the desert, Libya;24.025650000000, 13.404221000000;
North Africa;27/10/2019;0;0;2;0;Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse;Sabha, Libya;27.022490000000, 14.440990000000;
Sub-Saharan Africa;26/10/2019;0;1;0;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;26/10/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter;Bani Walid, Libya;31.764020000000, 14.035110000000;
North Africa;26/10/2019;0;1;0;1;Sickness and lack of access to medicines;Unspecified location in the desert, Sudan;16.698558000000, 35.640549000000;
North Africa;26/10/2019;0;0;1;1;Hit by truck;Calle Tánger, Nador, Morocco - when attempting to cling to the undercarriage of the truck;35.168616500000, -2.927583600000;http://bit.ly/2MTrvv1
US-Mexico Border;26/10/2019;0;1;0;0;Dehydration;Hospital in Tubac, Santa Cruz County, Arizona - soon after being apprehended after crossing the US-Mexico border;31.592239134151, -111.114893619690;https://bit.ly/2MWwM52
Sub-Saharan Africa;25/10/2019;0;1;1;1;Vehicle Accident;Unspecified location in the Central African Republic;22.524866000000, 9.987734000000;
Sub-Saharan Africa;25/10/2019;0;1;1;1;Sickness and lack of access to medicines, Vehicle Accident;Unspecified location, Mali near border with Niger;3.896209000000, 16.202604000000;
North Africa;25/10/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.905180000000, 13.316331000000;
Sub-Saharan Africa;24/10/2019;0;2;0;0;Suffocation;Zinder, Niger;13.804790000000, 8.987680000000;
Sub-Saharan Africa;24/10/2019;0;0;2;0;Starvation;Arelate, Niger;18.737873000000, 7.389078000000;
Sub-Saharan Africa;24/10/2019;0;0;1;0;Vehicle Accident;Bamako, Mali;-7.995856000000, 12.617282000000;
Europe;23/10/2019;0;8;31;3;Suffocation;Inside a lorry container parked at Waterglade Industrial Park, Eastern Avenue, Grays, Essex, England, UK;51.478385361096, 0.268362365616;http://bit.ly/2P7CItk
Mediterranean;23/10/2019;1;0;1;1;Collision;Off the coast of Kos, Greece - collision between a rubber boat and a coast guard vessel;36.919375068423, 27.308016896321;http://hcg.gr/node/21470
Southeast Asia;23/10/2019;0;2;2;2;Sickness and lack of access to medicines, Starvation, Dehydration;Forest in Narathiwat Province, Thailand;5.931241000000, 101.613224000000;
Sub-Saharan Africa;23/10/2019;0;0;1;1;Unknown;Sevare, Mali;-4.095712000000, 14.522374000000;
Sub-Saharan Africa;23/10/2019;0;1;1;0;Sickness and lack of access to medicines, Dehydration;Unspecified location, in the desert border with Libya, Niger;22.896930000000, 12.964768000000;
Sub-Saharan Africa;23/10/2019;0;0;1;0;Sickness and lack of access to medicines;Agadez, Niger;16.973140000000, 7.989740000000;
Sub-Saharan Africa;23/10/2019;0;2;0;1;Sickness and lack of access to medicines, Dehydration;Unspecified location, in the desert before Libya border, Niger;22.896930000000, 12.964768000000;
US-Mexico Border;22/10/2019;0;0;1;0;Drowning;Río Bravo, near Ejido El Saucito, Guerrero, Coahuila, Mexico;28.340208128360, -100.310439594060;http://bit.ly/2pTG4W3
Central America;22/10/2019;0;0;1;0;Vehicle Accident;KM28 of Federal Highway 15, near Hermosillo, Sonora, Mexico;29.237192400346, -110.930131939620;http://bit.ly/32J6wjS
Caribbean;22/10/2019;1;1;2;1;Drowning;Masacre river, near La Vigía, Dajabón, Dominican Republic, on border with Haiti;19.669383300000, -71.740816800000;https://bit.ly/36GpmKJ
North Africa;22/10/2019;0;0;1;0;Hypothermia and exhaustion;Body found on the Algeria-Morocco border, near Oujda, Morocco;34.682063900000, -1.900286100000;http://bit.ly/32EQSoN
Sub-Saharan Africa;22/10/2019;0;0;0;0;Sickness and lack of access to medicine;Niamey, Niger;13.511596300000, 2.125385400000;
US-Mexico Border;21/10/2019;0;0;2;0;Drowning;Río Bravo, near Poblado Los Ángeles, Miguel Alemán, Tamaulipas, Mexico;26.391025958109, -98.989493396788;http://bit.ly/2BAUQ6T
US-Mexico Border;21/10/2019;0;0;1;0;Sickness;Hospital in Mesa, Maricopa County, Arizona, USA - 18h after being apprehended on the US-Mexico border, south of Casa Grande, Arizona, USA;33.387601000000, -111.876294400000;http://bit.ly/2JeIju2
US-Mexico Border;21/10/2019;0;0;1;0;Hit by vehicle;Interstate Highway 35 (I-35) near San Antonio, Bexar County, Texas, USA;38.406788700000, -96.243472200000;https://bit.ly/33nDzug
US-Mexico Border;21/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.009568000000, -111.350219000000;http://www.humaneborders.info/
South Asia;21/10/2019;0;1;1;2;Sickness and lack of access to medicine, Starvation;Chittagong Division, Bangladesh;21.585794000000, 92.430434000000;
Southeast Asia;21/10/2019;0;0;1;0;Shot or stabbed;Bangkok, Thailand;13.601124000000, 100.504399000000;
Sub-Saharan Africa;21/10/2019;0;0;3;0;Vehicle Accident;;16.445839000000, 19.336839000000;
Sub-Saharan Africa;20/10/2019;0;0;2;0;Sickness and lack of access to medicines, Dehydration;Unspecified location, in the desert before Libya, Chad;21.646457000000, 19.128098000000;
Southeast Asia;20/10/2019;0;0;1;0;Sickness and lack of access to medicines;Bangkok, Thailand;13.611547000000, 100.490494000000;
Mediterranean;19/10/2019;57;0;10;0;Presumed drowning;Off the coast of Tripoli, Libya;33.208868544254, 13.158074046712;
Southeast Asia;19/10/2019;0;1;1;0;Sickness and lack of access to medicine, Starvation, Dehydration;Forest in Pattani Province, Thailand;6.632736000000, 101.158403000000;
Sub-Saharan Africa;19/10/2019;0;1;0;0;Sickness and lack of access to medicines;Labe, Guinea;-12.288251000000, 11.320961000000;
Mediterranean;18/10/2019;0;0;1;0;Drowning;Body recovered on Playa del Chorrillo, Ceuta, Spain;35.884048255609, -5.323206655007;http://bit.ly/2MwitUr
Middle East;18/10/2019;0;0;1;0;Presumed drowning;Evros/Meriç river, Adasarhanlı, Meriç district, Edirne, Turkey;41.081101710765, 26.312431237870;http://bit.ly/2toekLq
Sub-Saharan Africa;18/10/2019;0;0;2;0;Sickness and lack of access to medicines;Timbuktu, Mali;16.770110000000, -3.004200000000;
North Africa;17/10/2019;0;1;0;0;Sickness and lack of access to medicines;Unspecified location in the desert, Libya;23.995543000000, 12.580247000000;
Sub-Saharan Africa;17/10/2019;0;1;0;0;Sickness and lack of access to medicines;Zinder, Niger;13.804790000000, 8.987680000000;
North Africa;17/10/2019;0;1;1;0;Vehicle Accident;Ghat, Libya;24.981960000000, 10.187590000000;
North Africa;17/10/2019;0;0;1;0;Sickness and lack of access to medicines;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;17/10/2019;0;0;1;0;Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;22.704502000000, 19.259934000000;
US-Mexico Border;17/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.291495400000, -111.363724300000;http://www.humaneborders.info/
Sub-Saharan Africa;16/10/2019;0;0;1;0;Unknown;Dirkou Health Center, Niger - right after crossing the border from Libya;19.004818100000, 13.081790300000;
Sub-Saharan Africa;16/10/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse;Kayes, Mali;-11.444687000000, 14.435103000000;
Sub-Saharan Africa;16/10/2019;0;0;1;0;;Abobo, Ivory Coast;-4.039775000000, 5.430734000000;
Sub-Saharan Africa;16/10/2019;0;0;1;0;;Kayes, Mali;-11.444687000000, 14.435103000000;
Sub-Saharan Africa;16/10/2019;0;1;0;1;Vehicle Accident;Zegoua, Mali;-5.651178000000, 10.483254000000;
North Africa;16/10/2019;0;1;1;0;Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;23.995543000000, 12.580247000000;
US-Mexico Border;15/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.129337500000, -112.221419900000;http://www.humaneborders.info/
US-Mexico Border;15/10/2019;0;1;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.127090000000, -112.138751300000;http://www.humaneborders.info/
Mediterranean;14/10/2019;0;2;0;2;Drowning;Off the coast of Altınova, Ayvalık, Balıkesir province, Turkey;39.207629332807, 26.683134343416;http://bit.ly/2IM85We
Europe;14/10/2019;0;0;2;1;Drowning;Bodies recovered on Le Touquet, Pas-de-Calais, France;50.524419783820, 1.556037455696;http://bit.ly/2pm5ZW8
US-Mexico Border;14/10/2019;0;0;1;0;Drowning;Río Bravo, near colonia Riberas del Río, Reynosa, Tamaulipas, Mexico;26.084781400858, -98.264173232183;http://bit.ly/35FUlGw
North Africa;14/10/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;32.421890000000, 75.996270000000;
Southeast Asia;13/10/2019;0;2;2;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.643422000000, 100.464641000000;
Sub-Saharan Africa;13/10/2019;0;0;1;1;Unknown;Unspecified location in the Central African Republic;22.524866000000, 9.987734000000;
Sub-Saharan Africa;13/10/2019;0;1;1;1;Sickness and lack of access to medicines, Excessive Physical Abuse;Mopti, Mali;-4.197564000000, 14.486837000000;
Sub-Saharan Africa;13/10/2019;0;0;1;0;Sickness and lack of access to medicines;Djibasso, Burkina Faso;-4.159312000000, 13.118560000000;
US-Mexico Border;12/10/2019;0;0;1;0;Drowning;Río Bravo, near La Playita, Reynosa, Tamaulipas, Mexico;26.144549816768, -98.332108082516;http://bit.ly/35tCuCp
Europe;12/10/2019;0;0;1;1;Electrocution on railway;Died in the hospital in Gevgelija, North Macedonia - after being found severely injured on 1 October 2019 near the railway station in Gevgelija;41.144483100000, 22.505657100000;
Sub-Saharan Africa;12/10/2019;0;1;1;3;Unknown;Unspecified location in the Sahara desert, Libya;14.351666000000, 24.134496000000;
Sub-Saharan Africa;12/10/2019;0;0;0;0;Unknown;Unspecified location in Libya near the border with Algeria;9.804399000000, 25.886678000000;
North Africa;12/10/2019;0;0;1;0;Sickness and lack of access to medicines;Umm Al Aranib, Libya;26.140951000000, 14.735026000000;
Sub-Saharan Africa;12/10/2019;0;1;0;1;Sickness and lack of access to medicines, Dehydration;Unspecified location, in the desert at the border with Chad;22.298505000000, 19.128098000000;
North Africa;12/10/2019;0;0;2;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;12/10/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration;Sabha, Libya;27.022490000000, 14.440990000000;
North Africa;12/10/2019;0;0;2;1;Sickness and lack of access to medicines, Starvation;Qatrun, Libya;32.421890000000, 75.996270000000;
North Africa;12/10/2019;0;0;2;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Qatrun, Libya;32.421890000000, 75.996270000000;
North Africa;11/10/2019;0;2;0;0;Sickness and lack of access to medicines, Starvation, Dehydration;Zuwara, Libya;32.924320000000, 12.091570000000;
North Africa;11/10/2019;0;0;1;0;;Unspecified location in the desert, Libya;21.891326000000, 22.995286000000;
Central America;11/10/2019;1;0;4;0;Drowning;Off the coast of Tonalá, between Puerto Arista and Paredón, Chiapas, Mexico (Pacific Sea);15.880321192613, -93.833002001726;http://bit.ly/2pmU6PG
Horn of Africa;11/10/2019;0;0;0;0;Vehicle Accident;Road outside Berbera, Somalia - vehicle was en route to Bossasso, Somalia;10.482454822150, 45.161084754033;
North Africa;11/10/2019;0;0;1;1;Drowning;Bodies recovered on the coast of Oum Lbair, near Dakhla, Western Sahara Territories, Morocco;23.741886800000, -15.933548200000;http://bit.ly/32EQSoN
Middle East;10/10/2019;0;1;1;1;Harsh weather/lack of adequate shelter;Kurdistan Province, Iran;36.047877000000, 46.149976000000;
Sub-Saharan Africa;10/10/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration;Bobo Dioulasso, Burkina Faso;-4.306153000000, 11.158826000000;
Sub-Saharan Africa;10/10/2019;0;0;1;0;Excessive Physical Abuse;Yopougon, Ivory Coast;-4.091135000000, 5.314491000000;
North Africa;10/10/2019;0;2;2;1;Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Vehicle Accident;Qatrun, Libya;32.421890000000, 75.996270000000;
Sub-Saharan Africa;09/10/2019;0;0;2;0;Suffocation, Excessive Physical Abuse;Arelate, Niger;18.737873000000, 7.389078000000;
Sub-Saharan Africa;09/10/2019;0;1;0;0;Excessive Physical Abuse;Janet, Niger;23.804994000000, 13.510365000000;
Sub-Saharan Africa;09/10/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;09/10/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter, Excessive Physical Abuse;Bani Walid, Libya;31.764020000000, 14.035110000000;
Europe;09/10/2019;0;0;1;0;Vehicle Accident;Road near Areti, 40km northeast of Thessaloniki, Greece;40.740769378941, 23.256371964803;http://bit.ly/2VsDDpg
North Africa;09/10/2019;0;0;1;1;Hit by truck;Road near Béni Ensar, Nador, Morocco, near border with Melilla;35.262748226875, -2.937650888372;http://bit.ly/2OLElNe
Europe;09/10/2019;0;0;1;0;Unknown;Body found inside abandoned camp trailer in Osmanagići, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;44.983290637426, 15.945828464803;http://bit.ly/2BzntkL
South Asia;09/10/2019;0;3;0;3;Unknown;Fars Province, Iran;29.076981000000, 54.846159000000;
Central America;08/10/2019;0;0;1;0;Hit by train;Train tracks near Calle Azteca Sur and Bulevar del Río Españita, San Luis de Potosí, Mexico;22.142526392848, -100.962295713920;http://bit.ly/2BcWMlT
Sub-Saharan Africa;08/10/2019;0;0;1;0;Sickness and lack of access to medicines;Walewale, Ghana;-0.797255000000, 10.350537000000;
Sub-Saharan Africa;08/10/2019;0;0;1;0;Suffocation, Excessive Physical Abuse;Janet, Niger;23.804994000000, 13.510365000000;
Sub-Saharan Africa;08/10/2019;0;0;3;0;Excessive Physical Abuse;Arelate, Niger;18.737873000000, 7.389078000000;
Sub-Saharan Africa;08/10/2019;0;1;1;0;Suffocation, Excessive Physical Abuse;Janet, Niger;23.804994000000, 13.510365000000;
Sub-Saharan Africa;07/10/2019;0;1;1;0;Sickness and lack of access to medicines, Dehydration;Unspecified location, in the desert before Libyan border, Niger;23.029329000000, 12.776620000000;
Mediterranean;07/10/2019;3;13;0;4;Drowning;Off the coast of Lampedusa - boat departed from Tunisia;35.210549549164, 12.180541076066;http://bit.ly/30SkUof
US-Mexico Border;07/10/2019;0;0;1;0;Drowning;Río Bravo, near colonia Carmen Serdán, Reynosa, Tamaulipas, Mexico;26.103672229764, -98.287409076176;http://bit.ly/2MrDr5r
Mediterranean;07/10/2019;4;0;4;0;Drowning;Off the coast of Zarzis, Tunisia - boat departed from Zuwara, Libya;33.512933979921, 11.194960830305;
Middle East;07/10/2019;0;0;1;0;Presumed drowning;Evros/Meriç river, İpsala district, Edirne, Turkey;40.944142373016, 26.360905698397;http://bit.ly/37QevhA
US-Mexico Border;06/10/2019;0;0;1;0;Drowning;Río Bravo, near Matamoros, Tamaulipas, Mexico;25.900890221875, -97.525930965196;http://bit.ly/30QheDy
US-Mexico Border;06/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;06/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.243044000000, -113.154684200000;http://www.humaneborders.info/
US-Mexico Border;06/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;06/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
Sub-Saharan Africa;06/10/2019;0;0;2;0;Vehicle Accident;Kolda, Senegal;-14.951501000000, 12.907900000000;
North Africa;06/10/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Unspecified location in the desert, Libya;25.552493000000, 13.699472000000;
North Africa;06/10/2019;0;0;2;0;;Tripoli, Libya;32.895340000000, 13.181050000000;
Sub-Saharan Africa;06/10/2019;0;0;1;0;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Agadez, Niger;16.973140000000, 7.989740000000;
North Africa;05/10/2019;0;1;1;1;Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter;Tamanrasset, Algeria;22.787960000000, 5.527180000000;
North Africa;05/10/2019;0;0;1;0;Dehydration;Unspecified location in the desert, Libya;24.557257000000, 21.038339000000;
US-Mexico Border;05/10/2019;0;0;1;0;Dehydration;Ranch near Carrizo Springs, Dimmit County, Texas, USA;28.470756944660, -99.924087355632;http://bit.ly/2BcGyJy
Europe;05/10/2019;0;0;1;0;Shot;Vranjska, municipality of Bileća, Republika Srpska, Bosnia and Herzegovina - near border with Montenegro;42.870541415874, 18.442932530849;http://bit.ly/2BzntkL
South Asia;05/10/2019;0;1;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Chittagong Division, Bangladesh;21.657261000000, 92.516853000000;
Southeast Asia;05/10/2019;0;0;1;0;Excessive Physical Abuse;Bangkok, Thailand;13.704853000000, 100.660128000000;
Southeast Asia;05/10/2019;0;1;1;2;Sickness and lack of access to medicine, Starvation, Harsh weather/lack of adequate shelter;Bangkok, Thailand;13.674424000000, 100.633534000000;
Sub-Saharan Africa;05/10/2019;0;0;1;1;Sickness and lack of access to medicines;Gagnoa, Ivory Coast;-5.951714000000, 6.149981000000;
Sub-Saharan Africa;05/10/2019;0;1;0;0;Vehicle Accident;Siguiri, Guinea;-9.180365000000, 11.413549000000;
Sub-Saharan Africa;05/10/2019;0;1;0;0;Sickness and lack of access to medicines;Agadez, Niger;7.985996000000, 16.975448000000;
Sub-Saharan Africa;05/10/2019;0;0;1;0;Sickness and lack of access to medicines;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
Sub-Saharan Africa;05/10/2019;0;1;1;0;;Bamako, Mali;-7.995856000000, 12.617282000000;
Sub-Saharan Africa;05/10/2019;0;1;0;0;Sickness and lack of access to medicines, Starvation, Dehydration, Sexual abuse;Kayes, Mali;-11.444687000000, 14.435103000000;
Mediterranean;04/10/2019;0;0;1;1;Unknown;During medical evacuation to Almería, Spain - after being rescued from a boat in the Alboran Sea, 44 miles south-east of Motril, Granada;36.778630672371, -2.499724435320;http://bit.ly/2LRkv18
US-Mexico Border;04/10/2019;0;0;1;0;Drowning;Río Bravo, near poblado Los Guerra Viejo, Miguel Alemán, Tamaulipas, Mexico;26.396783686456, -99.078156497984;http://bit.ly/2oV1jqi
US-Mexico Border;04/10/2019;0;0;1;0;Probable hyperthermia;Pima County jurisdiction, Arizona, USA;32.607168400000, -111.875386200000;http://www.humaneborders.info/
Sub-Saharan Africa;04/10/2019;0;1;0;0;Sickness and lack of access to medicines;Abidjan, Ivory Coast;-4.024984000000, 5.348450000000;
Sub-Saharan Africa;04/10/2019;0;1;0;0;Sickness and lack of access to medicines;Ougadougou, Burkina Faso;-1.521050000000, 12.368721000000;
Sub-Saharan Africa;04/10/2019;0;0;1;0;Sickness and lack of access to medicines;Bobo Dioulasso, Burkina Faso;-4.306153000000, 11.158826000000;
Central America;03/10/2019;0;0;1;0;Hit by train;Train tracks near San Juan Evangelista, Veracruz, Mexico;17.887207400000, -95.138674200000;http://bit.ly/31TXXT5
US-Mexico Border;03/10/2019;0;0;1;0;Drowning;Río Bravo, near Ejido Adolfo López Mateos (KM213 of Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico;27.435807331497, -99.495251713848;http://bit.ly/30WgBIu
North Africa;03/10/2019;0;1;0;0;Unknown;Body recovered near Bouyafar, Morocco;35.229522200000, -3.127785400000;http://bit.ly/2OyEMu4
Sub-Saharan Africa;03/10/2019;0;0;1;0;Unknown;Zouerate, Tiris Zemmour region, Mauritania;22.772552299960, -12.504464880242;http://bit.ly/33gwxqC
US-Mexico Border;02/10/2019;0;0;1;0;Dehydration;Near Los Galván Ranch, between Texas State Highway 83 and 44, Webb County, Texas, USA;28.025147800000, -99.548918700000;http://bit.ly/2Iuy30m
North Africa;02/10/2019;0;3;0;1;Dehydration;Sahara desert near the Niger-Algeria border, in Nguezzam, Algeria;19.549663887790, 5.687579761165;http://bit.ly/327hejS
Central America;02/10/2019;0;0;1;0;Hit by train;Train tracks near Charay, El Fuerte, Sinaloa, Mexico;26.417632000000, -108.614593800000;http://bit.ly/2WuTjsA
North Africa;02/10/2019;0;0;1;0;Sickness and lack of access to medicines;Unspecified location in the desert, Libya;26.770273000000, 17.242563000000;
Europe;01/10/2019;0;0;2;0;Drowning;Lake Sot, near Šid, Voivodina, Serbia - near border with Croatia;45.158752305501, 19.339737369364;http://bit.ly/2mYdFNG
South America;01/10/2019;0;1;0;0;Vehicle Accident;Bus crash near Marcapata, Cusco, Perú - en route to Brasil;-13.591124700000, -70.976924500000;http://bit.ly/37fmh4O
US-Mexico Border;01/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.054267600000, -112.280284400000;http://www.humaneborders.info/
US-Mexico Border;01/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.023725600000, -112.249076600000;http://www.humaneborders.info/
US-Mexico Border;01/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.862920000000, -112.631602100000;http://www.humaneborders.info/
US-Mexico Border;01/10/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;01/10/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.057499000000, -111.666072500000;http://www.humaneborders.info/
US-Mexico Border;01/10/2019;0;0;1;0;Probable hyperthermia;Pima County jurisdiction, Arizona, USA;32.611576300000, -112.153808100000;http://www.humaneborders.info/
Sub-Saharan Africa;01/10/2019;0;0;0;0;Sickness and lack of access to medicine;Dirkou, Niger;19.004818100000, 13.081790300000;
North Africa;30/09/2019;0;0;1;0;Plane stowaway;Mohammed V Airport in Casablanca, Morocco - inside the landing gear of a Royal Air Morocco aircraft coming from Conakry, Guinea;33.369970400000, -7.585723100000;http://bit.ly/2nNGkp2
Europe;30/09/2019;0;0;1;0;Drowning;Korana river, near Crnaja, municipality of Cazin, Una-Sana canton, Bosnia and Herzegovina;45.048654280100, 15.753442809707;http://bit.ly/2BzntkL
Europe;30/09/2019;0;0;1;1;Suffocation;Body found inside truck parked in Nea Selefkia, Igumenitsa, Greece - truck was going to board ferry bound for Italy;39.524573100000, 20.257347000000;http://bit.ly/350nTxb
US-Mexico Border;30/09/2019;0;0;1;0;Unknown;Pima County jurisdiction, Arizona, USA;31.779980400000, -111.633008400000;http://www.humaneborders.info/
US-Mexico Border;30/09/2019;0;0;1;0;Unknown (skeletal remains);Near Falfurrias, Brooks County, Texas, USA;27.137185176636, -98.082678573210;http://bit.ly/2SD2V30
US-Mexico Border;29/09/2019;0;0;1;0;Drowning;Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA;28.738417958720, -100.507007749200;http://bit.ly/2pog4lF
Mediterranean;28/09/2019;0;0;1;1;Drowning;Off the coast of Krichtel, wilaya of Oran, Algeria;35.980436749635, -0.492110075391;http://bit.ly/2oxNHRq
Mediterranean;28/09/2019;35;1;6;0;Drowning;Off the coast of Mohammédia, Morocco;33.650995541550, -7.494747852482;http://bit.ly/2n7pdy1
US-Mexico Border;28/09/2019;0;0;1;0;Drowning;Río Bravo, near Las Piedras, Reynosa, Tamaulipas, Mexico;26.076436013840, -98.232415824346;http://bit.ly/2nD4X7X
Mediterranean;27/09/2019;0;2;0;5;Drowning;Off the coast of Oinousses, Greece;38.519212404679, 26.320742344141;
Mediterranean;27/09/2019;0;0;0;0;Drowning;37 nautical miles north of Ténès, wilaya of Chlef, Algeria;36.574984368876, 1.298778125781;http://bit.ly/2oCdyI3
US-Mexico Border;27/09/2019;0;0;1;0;Drowning;Río Bravo, Rancho El Porvenir, near Nuevo Laredo, Tamaulipas, Mexico;27.263884114760, -99.455439943894;http://bit.ly/2plKQeW
South Asia;27/09/2019;0;1;1;0;Unknown;Ardabil Province, Iran;39.195431000000, 47.451948000000;
Mediterranean;26/09/2019;7;0;7;0;Drowning;20 miles off the coast of Alicante, Spain;38.245239670844, -0.299798048828;http://bit.ly/2m2KvMZ
US-Mexico Border;26/09/2019;0;1;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.350592000000, -109.511833000000;http://www.humaneborders.info/
US-Mexico Border;26/09/2019;0;0;0;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;31.361198000000, -110.172460000000;http://www.humaneborders.info/
US-Mexico Border;26/09/2019;0;0;1;0;Unknown (skeletal remains);Pima County jurisdiction, Arizona, USA;32.458090100000, -113.163995800000;http://www.humaneborders.info/
Mediterranean;25/09/2019;1;0;0;0;Drowning;22 nautical miles north of Damous, wilaya of Tipaza, Algeria;36.735605101366, 1.667305168400;http://bit.ly/2mUNHtS
Mediterranean;25/09/2019;0;0;1;0;Drowning;Body washed ashore near Tripoli, Libya;32.910341135368, 13.241253602079;https://twitter.com/Lyobserver/status/1176801039774887936
US-Mexico Border;25/09/2019;0;0;1;0;Unknown (skeletal remains);Ranch located east of Falfurrias, Brooks County, Texas, USA;27.120335346567, -98.090651851496;http://bit.ly/31V1r7M
