North Africa;14/01/2017;0;0;0;0;Vehicle Accident;In the desert, between Khartoum and Wadi Halfa, Sudan;16.634096000000, 30.665200700000;
Europe;14/01/2017;0;0;1;0;Hypothermia;Near Evros River, Feres, Greece;40.886378700000, 26.177408600000;http://bit.ly/2iH705B
Mediterranean;13/01/2017;0;0;0;0;Hypothermia;Unspecified location in the Central Mediterranean ;33.640686300000, 16.661223200000;http://bit.ly/2iqPUdA
US-Mexico Border;13/01/2017;0;0;1;0;Shot;Ranch outside of Laredo, Texas, USA ;27.545808800000, -99.675293400000;http://bit.ly/2oZhnoG
US-Mexico Border;13/01/2017;0;0;1;0;Drowning;Rio Bravo, Puente Internacional Los Tomates, Matamoros, Tamaulipas, Mexico;25.843378700000, -97.584984500000;http://bit.ly/2jFdekL
US-Mexico Border;13/01/2017;0;0;1;0;Drowning;Rio Bravo, Ejido El Guerreño, Reynosa, Tamaulipas, Mexico;26.052567600000, -98.366243400000;http://sumo.ly/ut2s
North Africa;13/01/2017;0;0;0;0;Starvation, Sexual abuse;Between Al Qadarif and Wad Madani, Sudan;14.763051600000, 33.345710500000;
North Africa;13/01/2017;0;0;0;0;Starvation, Vehicle Accident;Near Atbara, Sudan;17.699594000000, 33.882407100000;
North Africa;13/01/2017;0;0;0;0;Starvation, Dehydration, Suffocation;In the Sahara desert, around Atbara, Sudan;17.715939500000, 33.835907700000;
North Africa;13/01/2017;0;0;0;0;Vehicle Accident;Qena, Egypt;26.327791800000, 32.720635300000;
Mediterranean;13/01/2017;0;0;0;0;Suffocation;Unspecified location in the Central Mediterranean ;33.640686300000, 16.661223200000;http://bit.ly/2jQJr8d
Mediterranean;12/01/2017;0;0;0;0;Hypothermia;Bodies recovered on the shores of Zuwara, Libya;33.010693000000, 12.047669600000;
Central America;12/01/2017;0;0;1;0;Fall from train;Between Progeso and Escobedo municipalities, Coahuila, Mexico.;27.193486400000, -104.145363100000;http://eluni.mx/2jgjCPz
US-Mexico Border;11/01/2017;0;1;0;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
US-Mexico Border;11/01/2017;0;0;0;0;Unknown;Midway Road, Rio Grande City, Starr County, Texas, USA;26.510162900000, -99.026246300000;http://bit.ly/2jomRE8
US-Mexico Border;10/01/2017;0;1;0;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
Mediterranean;10/01/2017;0;0;0;0;Drowning;Body recovered from shores near Sabratha, Libya;32.791284000000, 12.415264900000;
North Africa;10/01/2017;0;0;0;0;Starvation, Sexual abuse;In the Sahara desert in a mountain cave, between Atbara, Sudan and Aswan, Egypt;22.144929800000, 30.369251400000;
North Africa;10/01/2017;0;0;0;0;Starvation, Sexual abuse;Atbara, Sudan;17.692227100000, 33.976249200000;
US-Mexico Border;09/01/2017;0;1;0;0;Unknown (skeletal remains);Miller Ranch, Brooks County, Texas, USA;27.139794146979, -98.307815233984;
US-Mexico Border;09/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
US-Mexico Border;08/01/2017;0;0;0;0;Unknown (skeletal remains);Adan Gonzalez Ranch, Brooks County, Texas, USA;27.022782200000, -98.541238400000;
US-Mexico Border;07/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
US-Mexico Border;07/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
US-Mexico Border;07/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
North Africa;07/01/2017;0;0;0;0;Vehicle Accident;In the Sahara desert, around Atbara, Sudan;17.715939500000, 33.835907700000;
North Africa;07/01/2017;0;0;0;0;Excessive Physical Abuse, Sexual abuse;Atbara, Sudan;17.692227100000, 33.976249200000;
Europe;06/01/2017;0;0;0;0;Hypothermia;Mountain forest, Strandzha Region, Bulgaria;42.012500000000, 27.606422300000;http://bit.ly/2iNkYDk
US-Mexico Border;05/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
North Africa;04/01/2017;0;0;0;0;Starvation, Dehydration, Excessive Physical Abuse;Ajdabiya, Libya;29.983483500000, 19.149947200000;
Mediterranean;04/01/2017;0;0;0;0;Drowning;Bodies recovered 70 km east of Tripoli, Libya;32.900612100000, 13.046172600000;http://bit.ly/2iEdFh4
Mediterranean;04/01/2017;0;1;0;1;Drowning;Off the coast of Nador, Morocco;35.176142300000, -2.924073300000;http://on.china.cn/2if21q3
US-Mexico Border;04/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
Middle East;04/01/2017;0;0;1;1;Hypothermia;Mountains near Chebaa, Lebanon;33.355558800000, 35.738680800000;https://tgam.ca/1xEtXr0
US-Mexico Border;03/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);31.875343400000, -112.547046600000;
Europe;03/01/2017;0;0;1;0;Hypothermia;Near Didimoteicho, Greece;41.345409800000, 26.480810900000;http://bit.ly/2hQUT75
US-Mexico Border;03/01/2017;0;0;1;0;Unknown (skeletal remains);Rio Grande, Hidalgo, Texas, USA;26.085872300000, -98.255767600000;http://bit.ly/2jCHq2f
US-Mexico Border;02/01/2017;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for exact location);32.141604800000, -113.042624600000;
Europe;02/01/2017;0;1;0;0;Hypothermia;Near Ravadinovo, Bulgaria;42.383331400000, 27.661176200000;http://bit.ly/2j4NeCg
Mediterranean;02/01/2017;0;0;0;0;Drowning;Body recovered from shores near Tajoura, Libya;32.880838500000, 13.344353800000;
Mediterranean;01/01/2017;0;0;0;0;Fall from border fence;Border fence between Morocco and Ceuta;35.908666342858, -5.378892755481;http://bit.ly/2j7vMJz
Caribbean;01/01/2017;0;1;0;0;Unknown;Mukai area, Dajabon, Dominican Republic;19.548849300000, -71.721089000000;http://bit.ly/2lZaCzL
US-Mexico Border;31/12/2016;0;0;0;0;Mixed;Webb County  jurisdiction, Texas;27.715087300000, -99.907901900000;
Mediterranean;31/12/2016;0;0;0;0;Drowning;Bodies recovered near Zarzia or Ben Gardane, Tunisia;33.206798600000, 11.220954700000;
US-Mexico Border;31/12/2016;0;0;0;0;Mixed;Hidalgo County, Texas, USA;26.376354000000, -98.383347700000;
North Africa;31/12/2016;0;0;0;0;Sickness and lack of access to medicines;Bani Walid, Libya;31.760201600000, 13.977697100000;
North Africa;31/12/2016;0;0;0;0;Shot;Tripoli, Libya;32.887209400000, 13.191338300000;
North Africa;31/12/2016;0;0;0;0;Vehicle Accident;Unspecified location, Libya;27.549510052990, 13.317198187500;
North Africa;31/12/2016;0;0;0;0;Dehydration;Sahara Desert, between Agadez, Niger and Tripoli, Libya;22.734385541312, 12.939331408172;
North Africa;31/12/2016;0;0;0;0;Shot;Subratah, Libya;32.752827746969, 12.474927983789;
North Africa;31/12/2016;0;0;0;0;Unknown;Unspecified location, Libya;30.716293990300, 14.174131781250;
Southeast Asia;30/12/2016;0;0;1;0;Shot;Naf River, on border between Bangladesh and Myanmar;20.964922300000, 92.213979900000;http://bit.ly/2kwtWGq
US-Mexico Border;30/12/2016;0;0;1;0;Unknown;Presidio County, Texas, USA;29.942368000000, -104.373009100000;
Europe;29/12/2016;0;0;0;1;Vehicle Accident;Nis-Belgrade highway, near Drazevac, Serbia;44.642491100000, 20.220858800000;http://bit.ly/2iKyzZD
US-Mexico Border;28/12/2016;0;0;1;0;Drowning;Rio Grande, Planta de Potabilidad Sur, Nuevo Laredo, Tamaulipas, Mexico;24.215586000000, -99.433269900000;http://bit.ly/2ifg4wE
Central America;26/12/2016;0;0;0;0;Mixed;Coatzacoalcos, Veracruz, Mexico;18.268156600000, -95.896946100000;http://bit.ly/2iCyS9c
Europe;26/12/2016;0;1;0;0;Hypothermia;Hills on Serbia-Bulgaria border;43.573664300000, 22.448596000000;http://bit.ly/2kwb5Y4
Horn of Africa;26/12/2016;0;0;0;0;Sickness and lack of access to medicines;Afmadow, Somalia;0.513496700000, 42.068828400000;
Central America;25/12/2016;0;1;0;1;Vehicle Accident;Tinaja-Cosoleacaque road, Coatzacoalcos, Veracruz,Mexico;18.268156600000, -95.896946100000;http://bit.ly/2iDIG5e
Middle East;25/12/2016;0;0;0;0;Sickness and lack of access to medicines;Between Amoda and Derbasia, Syria, near border with Turkey;37.122331000000, 40.874587500000;http://bit.ly/2ln15Bg
US-Mexico Border;25/12/2016;0;0;1;0;Hypothermia;Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Horn of Africa;25/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert between ?ssab and Dessie, Eritrea;11.403587100000, 40.008367900000;
Europe;24/12/2016;0;0;1;0;Fall from truck;Port of Dunkirk, France;51.033308200000, 2.211838400000;http://bit.ly/2hL3Tph
Mediterranean;24/12/2016;0;0;0;1;Unknown;Unspecified location in the Channel of Sicily;36.756978000000, 11.992879400000;
Europe;23/12/2016;0;0;1;0;Hit by train;Ventimiglia-Menton train line, Italy;43.789179900000, 7.511683100000;http://bit.ly/2lgugGO
Mediterranean;23/12/2016;56;0;0;0;Drowning;Off the coast of Az Zawiyah, Libya;32.761023100000, 12.699894300000;
Mediterranean;22/12/2016;57;0;0;0;Unknown;Unspecified location in the Channel of Sicily;36.756978000000, 11.992879400000;http://bit.ly/2iHEWMk
Mediterranean;22/12/2016;40;0;0;0;Unknown;Unspecified location in the Channel of Sicily;36.756978000000, 11.992879400000;http://bit.ly/2iHEWMk
US-Mexico Border;22/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;21/12/2016;0;0;0;0;Unknown (skeletal remains);Broken Bows Ranch, Eagle Pass, Maverick County, Texas;28.640084000000, -100.588641100000;http://bit.ly/2h2Fawv
Mediterranean;21/12/2016;0;0;0;0;Unknown;Unspecified location in the Channel of Sicily;36.756978000000, 11.992879400000;http://bit.ly/2iilIN9
US-Mexico Border;21/12/2016;0;0;0;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
North Africa;21/12/2016;0;0;0;0;Sickness and lack of access to medicines;Khartoum, Sudan;15.501534100000, 32.502556100000;
Horn of Africa;21/12/2016;0;0;0;0;Sickness and lack of access to medicines;Holhol, Djibouti;11.309848600000, 42.924367200000;
North Africa;20/12/2016;0;0;0;0;Drowning;Tekeze River, near Himora, Ethiopia;14.291955800000, 36.594042500000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;Khartoum, Sudan;15.501534100000, 32.502556100000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;Atbara, Sudan;17.692227100000, 33.976249200000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the Libyan desert, near Kufra, Libya;23.248841300000, 19.724216100000;
Sub-Saharan Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the sea, Near Maputo, Mozambique;-25.981447600000, 32.644498500000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahara desert, near Atbara, Sudan;20.669997900000, 32.484419700000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;Atbara, Sudan;17.692227100000, 33.976249200000;
North Africa;20/12/2016;0;0;0;0;Sickness and lack of access to medicines;Atbara, Sudan;17.692227100000, 33.976249200000;
US-Mexico Border;20/12/2016;0;1;0;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;20/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;20/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Mediterranean;19/12/2016;0;1;0;4;Drowning;Off the coast of Ayvalik, Turkey;39.337116500000, 26.702316500000;http://bit.ly/2hDhPFJ
Southeast Asia;19/12/2016;0;0;1;0;Shot;Teknaf Upazila, Bangladesh, near border with Myanmar;21.124687400000, 92.192842800000;http://bit.ly/2hPNAsX
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Al Qadarif, Sudan;14.031672200000, 35.341772300000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;at Sahra desert in a mountain cave, between Atbara, Sudan and Aswan, Egypt;21.918449700000, 30.978598200000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Al Hajer, Sudan;17.183783300000, 34.610394700000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert of Sahara, around Aswan, Sudan;22.325966400000, 25.823706800000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Atbara, Sudan;17.692227100000, 33.976249200000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Aswan, Egypt;23.285107000000, 31.520455700000;
Sub-Saharan Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Tunduma, Tanzania;-9.310322700000, 32.752266000000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines; In the mountain cave at Sahra desert, between Abu Hamad and Aswan;19.462140200000, 33.036357200000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, Aswan, Egypt;23.459686000000, 30.665449400000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Al Hajer, Sudan;17.183783300000, 34.610394700000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, between Berber and Wadi halfa;21.769029000000, 31.418418900000;
Horn of Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Azezo, Ethiopia;12.556153900000, 37.413339500000;
US-Mexico Border;19/12/2016;0;0;1;0;Unknown (decomposed remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;19/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;Al Qadarif, Sudan;14.031672200000, 35.341772300000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, near Khartoum, Sudan;15.501534100000, 32.502556100000;
North Africa;19/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, near Wadi Halfa, Sudan;21.795002900000, 31.323726100000;
North Africa;18/12/2016;0;0;0;0;Starvation;Libyan desert, between Sabha and Tripoli;32.398718500000, 11.703661000000;
Horn of Africa;18/12/2016;0;0;0;0;Sickness and lack of access to medicines;Near Garowe,  Somalia;8.406657900000, 48.471357700000;
Caribbean;17/12/2016;0;0;0;0;Unknown;Waters between Cuba and Florida;23.973811600000, -82.292370700000;http://bit.ly/2jdYiwY
North Africa;17/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, Egypt;23.681234400000, 29.814199400000;
Horn of Africa;17/12/2016;0;0;0;1;Sickness and lack of access to medicines;Between Dire Dawa and Galile, Ethiopia;9.557510200000, 41.811330600000;
North Africa;17/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert after crossing Atbara, Sudan;19.216047000000, 32.992287700000;
North Africa;16/12/2016;0;0;0;0;Sickness and lack of access to medicines;Around Aswan in the desert of Sudan borders ;23.609335100000, 31.068836800000;
North Africa;16/12/2016;0;1;0;0;Sickness and lack of access to medicines;Abu Hamad, Sudan;19.525259500000, 33.297328800000;
North Africa;16/12/2016;0;0;2;0;Sickness and lack of access to medicines;around Aswan in the Sahara desert, Sudan;21.918449700000, 30.978598200000;
North Africa;16/12/2016;0;0;0;0;Sickness and lack of access to medicines;Mandera, Kenya;3.935114700000, 41.837175200000;
US-Mexico Border;16/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;16/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Southeast Asia;15/12/2016;0;0;0;0;Unknown;Naf River, on border between Bangladesh and Myanmar;20.964922300000, 92.213979900000;http://bit.ly/2kwtWGq
Horn of Africa;15/12/2016;0;0;0;0;Sickness and lack of access to medicines;Telaka Asher, Near Teseney, Eritrea;15.160691300000, 36.674504900000;
Horn of Africa;15/12/2016;0;0;0;0;Sickness and lack of access to medicines;Jijiga, Ethiopia;9.352104400000, 42.777371200000;
Central America;14/12/2016;0;0;2;0;Vehicle Accident;Mazatán - La Barra San José road, Villa Mazatán, Chiapas, Mexico;14.862978200000, -92.459060800000;http://bit.ly/2horKyK
Mediterranean;14/12/2016;20;0;0;0;Drowning;Unspecified location in the Channel of Sicily;36.756978000000, 11.992879400000;
Horn of Africa;14/12/2016;0;0;0;0;Sickness and lack of access to medicines;Near Berbera, Somalia;10.432537300000, 44.994641500000;
North Africa;14/12/2016;0;0;0;0;Sickness and lack of access to medicines;Al Hajer, Sudan;17.183783300000, 34.610394700000;
North Africa;14/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahara desert, after khartoum, Sudan;15.501534100000, 32.502556100000;
North Africa;14/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahara desert, after khartoum, Sudan;15.501534100000, 32.502556100000;
North Africa;14/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahara desert, after Berber, Sudan;18.270105700000, 33.103923700000;
US-Mexico Border;14/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;14/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Mediterranean;13/12/2016;0;0;0;0;Presumed drowning;Bodies washed up near Az Zuwiyah, Libya;32.786147400000, 12.695773100000;
Mediterranean;13/12/2016;1;0;0;0;Presumed drowning;Unspecified location off the coast of Libya;32.727987400000, 15.068537300000;
Mediterranean;13/12/2016;87;0;0;0;Presumed drowning;Off the coast of Zawiya, Libya;32.761023100000, 12.699894300000;
Mediterranean;11/12/2016;0;0;0;0;Unknown;Unspecified location in the Central Mediterranean;34.180460400000, 15.864573500000;http://bit.ly/2heIg4h
Mediterranean;11/12/2016;0;0;0;0;Unknown;Bodies washed up near Tajoura, Libya;32.816624900000, 13.342539900000;
Horn of Africa;11/12/2016;0;0;0;0;Sickness and lack of access to medicines;At the border of Eritrea and Sudan, Near Teseney, Eritrea;15.087491900000, 36.502373500000;
Central America;10/12/2016;0;0;0;0;Drowning;Pacific Ocean, off Mazatlán, Chiapas, Mexico;15.354019700000, -93.462977400000;http://bit.ly/2gDUD9c
Mediterranean;10/12/2016;0;0;0;0;Unknown;Bodies washed up near Tajoura, Libya;32.816624900000, 13.342539900000;
North Africa;10/12/2016;0;0;0;0;Sickness and lack of access to medicines;Kassala, Sudan;15.455814400000, 36.378757100000;
Mediterranean;09/12/2016;0;1;0;0;Unknown;Body washed up to Zarzis, Tunisia;33.507917400000, 11.117421700000;
Mediterranean;09/12/2016;0;0;2;0;Unknown;Bodies washed up near El Ketef port, Bengardane, Tunisia;33.208609900000, 11.213254400000;
Central America;08/12/2016;0;0;0;1;Asphyxiation;Nogales municipality, Orizaba, Verucruz, Mexico;18.856444300000, -97.105878100000;http://bit.ly/2hEqqV7
Mediterranean;08/12/2016;0;0;0;0;Unknown;Bodies washed up near Tajoura, Libya;32.816624900000, 13.342539900000;
US-Mexico Border;08/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
North Africa;08/12/2016;0;0;0;0;Sickness and lack of access to medicines;Singa, Sudan;12.588165200000, 33.152276400000;
North Africa;08/12/2016;0;0;0;0;Sickness and lack of access to medicines;Shendi, Sudan;16.679729400000, 33.429765500000;
North Africa;08/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert around Abu Hamad, Sudan;19.615387300000, 33.265879800000;
North Africa;08/12/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert of siena around Sudan-Egypt border;21.966063700000, 28.394940300000;
Mediterranean;07/12/2016;0;2;0;0;Hypothermia;Unspecified location in the Central Mediterranean;34.180460400000, 15.864573500000;http://bit.ly/2gfdFPO
Central America;07/12/2016;0;0;1;0;Hit by train;Colonia Los Metales, Torreon, Coahuila, Mexico;25.546328400000, -103.442644200000;http://bit.ly/2hp0AWq
Mediterranean;07/12/2016;0;0;0;0;Drowning;Cala Bonita, Off the coast of Al-Hoceima, Morocco;35.252860800000, -3.957889200000;http://bit.ly/2iHRKGc
Horn of Africa;07/12/2016;20;0;0;0;Sickness and lack of access to medicines;In Arabian Sea northwest of Socotra, Yemen;12.609592800000, 53.601065500000;http://dailym.ai/2hgcuoc
US-Mexico Border;07/12/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Mediterranean;06/12/2016;0;0;0;0;Unknown;Bodies washed up near Tajoura, Libya;32.816624900000, 13.342539900000;
Southeast Asia;05/12/2016;4;11;0;5;Drowning;Naf River, on border between Bangladesh and Myanmar;20.964922300000, 92.213979900000;http://bit.ly/2gvfvgt
Mediterranean;05/12/2016;0;0;0;0;Drowning;20km east of Tripoli, Libya;32.955844000000, 13.227944400000;http://bit.ly/2hk5978
Middle East;05/12/2016;0;1;0;0;Sickness and lack of access to medicines;Unspecified location in northern Syria, near Turkish border;36.703853400000, 38.781604000000;http://bit.ly/2kqOZt1
Middle East;05/12/2016;0;0;0;0;Sickness and lack of access to medicines;Outside of Harem, Idlib, Syria, near Turkish border;36.225389900000, 36.502112000000;http://bit.ly/2lpNeKX
Mediterranean;04/12/2016;0;2;0;0;Hypothermia;Unspecified location in the Central Mediterranean;34.180460400000, 15.864573500000;http://bit.ly/2h4YOIA
Mediterranean;04/12/2016;6;0;11;3;Drowning;Unspecified location in the Central Mediterranean;34.180460400000, 15.864573500000;
Mediterranean;04/12/2016;0;0;0;0;Drowning;Unspecified location in the Central Mediterranean;34.180460400000, 15.864573500000;
Horn of Africa;04/12/2016;0;1;3;0;Sickness and lack of access to medicines;Near Al Hudaydah, Yemen;14.785213500000, 42.930471600000;
Europe;03/12/2016;0;1;1;0;Fall from train;Train station in Woergl, Austria;47.489249500000, 12.047001700000;http://apne.ws/2grWpYL
North Africa;03/12/2016;0;0;0;0;Sickness and lack of access to medicines;in the Sahra desert around Aswan, Egypt;23.459686000000, 30.665449400000;
Southeast Asia;30/11/2016;0;1;0;0;Shot;Unspecified location in Myanmar, near border with Bangladesh;21.751643800000, 92.604100500000;http://bit.ly/2f34OA9
Central America;30/11/2016;0;0;1;0;Cardiac arrest;Calle Juan Álvarez 210, Tlaxcala Barrio de Tlaxcala, 78038 San Luis, S.L.P., Mexico;22.164577900000, -100.970343700000;http://bit.ly/2hfoEgo
Sub-Saharan Africa;30/11/2016;0;0;0;0;Plane stowaway;Body discovered at the O. R. Tambo International Airport, Johannesburg, South Africa;-26.133210200000, 28.231354500000;http://bit.ly/2iPzx6R
Southeast Asia;30/11/2016;0;0;1;0;Shot;Naf River, on border between Bangladesh and Myanmar;20.964922300000, 92.213979900000;http://bit.ly/2kwtWGq
Central America;30/11/2016;0;0;1;0;Cardiac arrest;Juchitan Hospital, Ixtepec, Oaxaca;16.495043000000, -95.135752500000;
North Africa;30/11/2016;0;0;0;0;Vehicle Accident;Sahara Desert, between Khartoum, Sudan and Tripoli, Libya;21.663450325114, 24.394882093750;
Central America;29/11/2016;0;0;1;0;Fall from train;Between Paso del Jobo and Tetela, Acatlán de Pérez Figueroa municipality, Oaxaca, Mexico;18.537587800000, -96.607505100000;http://bit.ly/2h5gzaU
US-Mexico Border;29/11/2016;0;1;0;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;27/11/2016;0;0;1;0;Hypothermia;Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Horn of Africa;27/11/2016;0;0;0;0;Sickness and lack of access to medicines;Kismayu, Somalia;-0.354097600000, 42.527818400000;
Horn of Africa;27/11/2016;0;0;0;0;Sickness and lack of access to medicines;Luuq, Somalia;3.793382300000, 42.531595000000;
Mediterranean;26/11/2016;0;0;0;0;Dehydration;Unspecifed location between Libya and Malta;34.089237900000, 13.438092000000;http://bit.ly/2fxjEnz
Mediterranean;25/11/2016;0;0;1;0;Drowning;Almadraba, Off the coast of Ceuta, Spain;35.891802400000, -5.333986200000;http://bit.ly/2gHNL9k
Central America;24/11/2016;0;0;1;0;Unknown;Between Av. Actopan and Tecamachalco street, Tuxla Gutierrez, Chiapas, Mexico ;16.745985700000, -93.199610100000;http://bit.ly/2lelvx7
Europe;23/11/2016;0;0;1;0;Hypothermia;Abandoned industrial complex in northwestern Bulgaria;43.159215000000, 23.338148800000;http://bit.ly/2fR6roQ
Mediterranean;23/11/2016;26;0;0;0;Unknown;Unspecifed location between Libya and Italy;36.481138100000, 12.407658900000;http://bit.ly/2gDW6xC
Europe;23/11/2016;0;0;1;0;Suicide;Woods near Adasevci transit reception center, in northwestern Serbia;45.040846000000, 19.228587700000;
US-Mexico Border;23/11/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
US-Mexico Border;23/11/2016;0;0;1;0;Unknown (skeletal remains);Pima County (see spreadsheet for coordinates);31.965203600000, -113.011894500000;
Mediterranean;22/11/2016;0;0;0;0;Unknown;Unspecified location between Libya and Italy;34.253371600000, 14.498815300000;http://bit.ly/2flpbsE
North Africa;22/11/2016;0;0;0;0;Sickness and lack of access to medicines;Sabratha, Libya;32.770354400000, 12.376176000000;
Europe;21/11/2016;0;0;1;0;Stabbed;Central Belgrade, Serbia;44.819432000000, 20.394488400000;http://bit.ly/2fAwA86
US-Mexico Border;21/11/2016;0;0;1;0;Presumed drowning;Río Bravo, Puente Internacional Uno, Piedras Negras, Coahuila, Mexico;27.133490800000, -103.434484000000;http://bit.ly/2fobUQ3
Europe;21/11/2016;0;0;1;1;Hit by train;Near Bolzano, Italy;46.489231300000, 11.312138300000;http://bit.ly/2gyb9VZ
North Africa;21/11/2016;0;0;0;0;Dehydration;In the Sahara Desert, Libya;25.550547000000, 15.594826500000;
North Africa;21/11/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahara Desert, Sudan;20.963816500000, 24.596916300000;
Europe;21/11/2016;0;0;1;0;Drowning;Roya River, Ventimiglia, Italy;43.797679911978, 7.601406590430;http://bit.ly/2mDdKSz
North Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;Singa, Sudan;12.588165200000, 33.152276400000;
North Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;In the Sahra desert, around Aswan, Sudan;22.098552300000, 29.693934600000;
Horn of Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;Near Tadjoura, Djibouti;11.791145100000, 42.877495500000;
Horn of Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;Near Jijiga, Ethiopia;9.352104400000, 42.777371200000;
North Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;In the desert, around Abu Hamad, Sudan;19.615387300000, 33.265879800000;
North Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;Khartoum, Sudan;15.501534100000, 32.502556100000;
North Africa;20/11/2016;0;0;0;0;Sickness and lack of access to medicines;Arusha, Tanzania;-3.398143100000, 36.642193200000;
